PlaintiffFirm,DefendantFirm,Weight,Count
susman godfrey,schiff hardin,3.488600634653568,4
berger & montague,mcdermott will & emery,3.4867293141200197,4
freed kanner london & millen,mcdermott will & emery,3.4867293141200197,4
grant & eisenhofer,mcdermott will & emery,3.4867293141200197,4
berger & montague,"gibson, dunn & crutcher",3.4700026805238924,4
cotchett pitre & mccarthy,davis polk & wardwell,3.4700026805238924,4
cotchett pitre & mccarthy,hughes hubbard & reed,3.4700026805238924,4
cotchett pitre & mccarthy,simpson thacher & bartlett,3.4700026805238924,4
freed kanner london & millen,"boies, schiller & flexner",3.4700026805238924,4
freed kanner london & millen,"gibson, dunn & crutcher",3.4700026805238924,4
freed kanner london & millen,sidley austin,3.4700026805238924,4
glancy binkow & goldberg,"boies, schiller & flexner",3.4700026805238924,4
hausfeld,"boies, schiller & flexner",3.4700026805238924,4
hausfeld,sidley austin,3.4700026805238924,4
kaplan fox & kilsheimer,"boies, schiller & flexner",3.4700026805238924,4
kaplan fox & kilsheimer,"gibson, dunn & crutcher",3.4700026805238924,4
"robins, kaplan, miller & ciresi",davis polk & wardwell,3.4700026805238924,4
"robins, kaplan, miller & ciresi",hughes hubbard & reed,3.4700026805238924,4
"shepherd, finkelman, miller & shah","boies, schiller & flexner",3.4700026805238924,4
"shepherd, finkelman, miller & shah","gibson, dunn & crutcher",3.4700026805238924,4
"shepherd, finkelman, miller & shah",sidley austin,3.4700026805238924,4
united states attorney,"boies, schiller & flexner",3.4700026805238924,4
united states attorney,"gibson, dunn & crutcher",3.4700026805238924,4
united states attorney,sidley austin,3.4700026805238924,4
grant & eisenhofer,morrison & foerster,3.4559535678715174,4
hausfeld,davis polk & wardwell,3.452299741057094,4
grant & eisenhofer,hughes hubbard & reed,3.444647121738735,4
attorney general,attorney general,3.4126210218591364,4
"morgan, lewis & bockius",attorney general,3.4072628081868155,4
hagens berman sobol shapiro,"morgan, lewis & bockius",3.3986409344553845,4
robbins geller rudman & dowd,cahill gordon & reindel,3.378621054054101,4
"gibson, dunn & crutcher",kirkland & ellis,3.371819675257768,4
"gibson, dunn & crutcher",united states attorney,3.371819675257768,4
wilmer cutler pickering hale & dor,kirkland & ellis,3.371819675257768,4
wilmer cutler pickering hale & dor,williams & connolly,3.371819675257768,4
hagens berman sobol shapiro,hughes hubbard & reed,3.345034594138686,4
robbins geller rudman & dowd,hughes hubbard & reed,3.345034594138686,4
covington & burling,attorney general,3.3106371867296183,4
berger & montague,katten muchin rosenman,3.262673262081296,4
robbins geller rudman & dowd,"skadden, arps, slate, meagher & flom",3.2550256457673323,4
attorney general,"weil, gotshal & manges",3.213112053961703,4
"shepherd, finkelman, miller & shah","morgan, lewis & bockius",3.2086814745808323,4
grant & eisenhofer,locke lord bissell & liddell,3.1953618461096798,4
robbins geller rudman & dowd,morrison & foerster,3.125399344725944,4
cohen milstein sellers & toll,covington & burling,3.1124709195906632,4
hagens berman sobol shapiro,williams & connolly,3.1020053965417276,4
berger & montague,greenberg traurig,2.994861314629528,4
cohen milstein sellers & toll,kirkland & ellis,2.9545223433755887,4
lieff cabraser heimann & bernstein,locke lord bissell & liddell,2.9098834492963213,4
cohen milstein sellers & toll,mccarter & english,2.86294682478398,4
grant & eisenhofer,mccarter & english,2.86294682478398,4
"boies, schiller & flexner","morgan, lewis & bockius",2.852239622026413,3
robbins geller rudman & dowd,"weil, gotshal & manges",2.753730251691587,3
grant & eisenhofer,arnold & porter,2.7178506081796976,3
freed kanner london & millen,steptoe & johnson,2.7161673858881867,3
hausfeld,mayer brown,2.7155313287145777,3
mcdermott will & emery,united states attorney,2.688735692024287,4
cohen milstein sellers & toll,mayer brown,2.6867405693813535,3
robbins geller rudman & dowd,arnold & porter,2.68194130692748,3
wilmer cutler pickering hale & dor,attorney general,2.6796121320752793,4
freed kanner london & millen,mayer brown,2.6785697207034724,3
grant & eisenhofer,skadden arps slate meagher & flom,2.6660067404500474,3
hagens berman sobol shapiro,skadden arps slate meagher & flom,2.6660067404500474,3
robbins geller rudman & dowd,paul weiss rifkind wharton & garrison,2.6379565184120985,3
grant & eisenhofer,quinn emanuel urquhart & sullivan,2.6322900962958267,3
susman godfrey,wilmer cutler pickering hale & dor,2.6303989415874325,3
grant & eisenhofer,"milbank, tweed, hadley & mccloy",2.6155634626996993,3
hagens berman sobol shapiro,"milbank, tweed, hadley & mccloy",2.6155634626996993,3
lieff cabraser heimann & bernstein,"milbank, tweed, hadley & mccloy",2.6155634626996993,3
berger & montague,davis polk & wardwell,2.611800987457757,3
berger & montague,hughes hubbard & reed,2.611800987457757,3
berger & montague,simpson thacher & bartlett,2.611800987457757,3
freed kanner london & millen,davis polk & wardwell,2.611800987457757,3
freed kanner london & millen,hughes hubbard & reed,2.611800987457757,3
freed kanner london & millen,simpson thacher & bartlett,2.611800987457757,3
glancy binkow & goldberg,hughes hubbard & reed,2.611800987457757,3
hagens berman sobol shapiro,simpson thacher & bartlett,2.611800987457757,3
hausfeld,hughes hubbard & reed,2.611800987457757,3
hausfeld,simpson thacher & bartlett,2.611800987457757,3
kaplan fox & kilsheimer,hughes hubbard & reed,2.611800987457757,3
kaplan fox & kilsheimer,simpson thacher & bartlett,2.611800987457757,3
lieff cabraser heimann & bernstein,hughes hubbard & reed,2.611800987457757,3
lieff cabraser heimann & bernstein,simpson thacher & bartlett,2.611800987457757,3
"shepherd, finkelman, miller & shah",davis polk & wardwell,2.611800987457757,3
"shepherd, finkelman, miller & shah",hughes hubbard & reed,2.611800987457757,3
"shepherd, finkelman, miller & shah",simpson thacher & bartlett,2.611800987457757,3
united states attorney,davis polk & wardwell,2.611800987457757,3
united states attorney,hughes hubbard & reed,2.611800987457757,3
united states attorney,simpson thacher & bartlett,2.611800987457757,3
hausfeld,"skadden, arps, slate, meagher & flom",2.6069035937772984,3
"weil, gotshal & manges","weil, gotshal & manges",2.6008587802278678,3
cotchett pitre & mccarthy,cahill gordon & reindel,2.5932030333280816,3
cotchett pitre & mccarthy,katten muchin rosenman,2.5932030333280816,3
cotchett pitre & mccarthy,locke lord bissell & liddell,2.5932030333280816,3
cotchett pitre & mccarthy,mcdermott will & emery,2.5932030333280816,3
cotchett pitre & mccarthy,"milbank, tweed, hadley & mccloy",2.5932030333280816,3
cotchett pitre & mccarthy,paul weiss rifkind wharton & garrison,2.5932030333280816,3
cotchett pitre & mccarthy,schiff hardin,2.5932030333280816,3
cotchett pitre & mccarthy,united states attorney,2.5932030333280816,3
"robins, kaplan, miller & ciresi",cahill gordon & reindel,2.5932030333280816,3
"robins, kaplan, miller & ciresi",katten muchin rosenman,2.5932030333280816,3
"robins, kaplan, miller & ciresi",locke lord bissell & liddell,2.5932030333280816,3
"robins, kaplan, miller & ciresi",mcdermott will & emery,2.5932030333280816,3
"robins, kaplan, miller & ciresi","milbank, tweed, hadley & mccloy",2.5932030333280816,3
"robins, kaplan, miller & ciresi",paul weiss rifkind wharton & garrison,2.5932030333280816,3
"robins, kaplan, miller & ciresi",schiff hardin,2.5932030333280816,3
"robins, kaplan, miller & ciresi",united states attorney,2.5932030333280816,3
glancy binkow & goldberg,cahill gordon & reindel,2.575500093861283,3
hausfeld,cahill gordon & reindel,2.575500093861283,3
hagens berman sobol shapiro,"skadden, arps, slate, meagher & flom",2.5694938025500513,3
hausfeld,kirkland & ellis,2.5584822485312078,3
hagens berman sobol shapiro,paul weiss rifkind wharton & garrison,2.5433708979364917,3
cohen milstein sellers & toll,greenberg traurig,2.5330800577074224,3
"boies, schiller & flexner",united states attorney,2.5301167582538064,3
morrison & foerster,kirkland & ellis,2.5288647564433258,3
robbins geller rudman & dowd,dla piper,2.500354011520702,3
united states attorney,katten muchin rosenman,2.4974313203983654,3
cohen milstein sellers & toll,"skadden, arps, slate, meagher & flom",2.4893670648732185,3
katten muchin rosenman,united states attorney,2.4589601134939962,3
cohen milstein sellers & toll,"morgan, lewis & bockius",2.4451850317550927,4
simpson thacher & bartlett,simpson thacher & bartlett,2.4001264015158252,3
berger & montague,"milbank, tweed, hadley & mccloy",2.393727685007398,3
sidley austin,attorney general,2.388734336753019,3
berger & montague,united states attorney,2.3627581516030043,3
"boies, schiller & flexner",hughes hubbard & reed,2.3261466093872536,3
"boies, schiller & flexner",simpson thacher & bartlett,2.3261466093872536,3
berger & montague,locke lord bissell & liddell,2.3224423947791335,3
hagens berman sobol shapiro,arnold & porter,2.304866625525233,3
robbins geller rudman & dowd,wilmer cutler pickering hale & dor,2.286728716981009,3
hagens berman sobol shapiro,"weil, gotshal & manges",2.2832097300983407,3
cohen milstein sellers & toll,williams & connolly,2.1181077695714574,3
mayer brown,attorney general,1.9527415893108524,3
quinn emanuel urquhart & sullivan,sullivan & cromwell,1.9231182617928704,2
hausfeld,latham & watkins,1.9162838904178727,2
"boies, schiller & flexner",latham & watkins,1.9068157465802476,2
glancy binkow & goldberg,"weil, gotshal & manges",1.8927251846725484,2
kaplan fox & kilsheimer,dla piper,1.8865988239307323,2
susman godfrey,arnold & porter,1.8781766866661576,2
susman godfrey,foley & lardner,1.8781766866661576,2
robbins geller rudman & dowd,susman godfrey,1.8744381465373596,2
robbins geller rudman & dowd,williams & connolly,1.8726179144971031,2
glancy binkow & goldberg,latham & watkins,1.8518121731572497,2
glancy binkow & goldberg,steptoe & johnson,1.8518121731572497,2
susman godfrey,dla piper,1.8518121731572497,2
susman godfrey,kirkland & ellis,1.8518121731572497,2
susman godfrey,"skadden, arps, slate, meagher & flom",1.8518121731572497,2
susman godfrey,steptoe & johnson,1.8518121731572497,2
kaplan fox & kilsheimer,"skadden, arps, slate, meagher & flom",1.8511774455688252,2
"morgan, lewis & bockius","gibson, dunn & crutcher",1.8394603944290813,2
"morgan, lewis & bockius",greenberg traurig,1.8394603944290813,2
"morgan, lewis & bockius",quinn emanuel urquhart & sullivan,1.836190174394908,2
hagens berman sobol shapiro,wilmer cutler pickering hale & dor,1.8164331150964745,2
foley & lardner,steptoe & johnson,1.816321605731664,2
glancy binkow & goldberg,arnold & porter,1.8052864585929225,2
berger & montague,wilmer cutler pickering hale & dor,1.8040192073751709,2
cotchett pitre & mccarthy,mayer brown,1.8027057337744357,2
freed kanner london & millen,dla piper,1.8017700735076616,2
robbins geller rudman & dowd,mayer brown,1.7907960176812876,2
berger & montague,steptoe & johnson,1.790261299309562,2
freed kanner london & millen,"morgan, lewis & bockius",1.790261299309562,2
hagens berman sobol shapiro,steptoe & johnson,1.790261299309562,2
robbins geller rudman & dowd,kirkland & ellis,1.7892189979213327,2
"robins, kaplan, miller & ciresi",arnold & porter,1.7892189979213327,2
"robins, kaplan, miller & ciresi",kirkland & ellis,1.7892189979213327,2
"robins, kaplan, miller & ciresi",latham & watkins,1.7892189979213327,2
"weil, gotshal & manges",arnold & porter,1.7892189979213327,2
"weil, gotshal & manges",kirkland & ellis,1.7892189979213327,2
"weil, gotshal & manges",latham & watkins,1.7892189979213327,2
"weil, gotshal & manges",simpson thacher & bartlett,1.7892189979213327,2
susman godfrey,"shook, hardy & bacon",1.7876052158731115,2
attorney general,skadden arps slate meagher & flom,1.7854446180122945,2
berger & montague,skadden arps slate meagher & flom,1.7854446180122945,2
cohen milstein sellers & toll,skadden arps slate meagher & flom,1.7854446180122945,2
freed kanner london & millen,skadden arps slate meagher & flom,1.7854446180122945,2
glancy binkow & goldberg,skadden arps slate meagher & flom,1.7854446180122945,2
robbins geller rudman & dowd,skadden arps slate meagher & flom,1.7854446180122945,2
"shepherd, finkelman, miller & shah",arnold & porter,1.7854446180122945,2
lieff cabraser heimann & bernstein,"skadden, arps, slate, meagher & flom",1.761124244875506,2
grant & eisenhofer,goodwin procter,1.7561344723052197,2
hagens berman sobol shapiro,goodwin procter,1.7561344723052197,2
berger & montague,mayer brown,1.7526636341248476,2
grant & eisenhofer,mayer brown,1.7526636341248476,2
hagens berman sobol shapiro,mayer brown,1.7526636341248476,2
berger & montague,quinn emanuel urquhart & sullivan,1.7517279738580736,2
cohen milstein sellers & toll,mcdermott will & emery,1.7517279738580736,2
cohen milstein sellers & toll,quinn emanuel urquhart & sullivan,1.7517279738580736,2
freed kanner london & millen,quinn emanuel urquhart & sullivan,1.7517279738580736,2
"shepherd, finkelman, miller & shah",goodwin procter,1.7511446997349336,2
"morgan, lewis & bockius",wilmer cutler pickering hale & dor,1.7493514957165064,2
berger & montague,cahill gordon & reindel,1.7350013402619462,2
berger & montague,paul weiss rifkind wharton & garrison,1.7350013402619462,2
berger & montague,schiff hardin,1.7350013402619462,2
freed kanner london & millen,cahill gordon & reindel,1.7350013402619462,2
freed kanner london & millen,katten muchin rosenman,1.7350013402619462,2
freed kanner london & millen,locke lord bissell & liddell,1.7350013402619462,2
freed kanner london & millen,"milbank, tweed, hadley & mccloy",1.7350013402619462,2
freed kanner london & millen,paul weiss rifkind wharton & garrison,1.7350013402619462,2
freed kanner london & millen,schiff hardin,1.7350013402619462,2
freed kanner london & millen,united states attorney,1.7350013402619462,2
glancy binkow & goldberg,katten muchin rosenman,1.7350013402619462,2
glancy binkow & goldberg,locke lord bissell & liddell,1.7350013402619462,2
glancy binkow & goldberg,mcdermott will & emery,1.7350013402619462,2
glancy binkow & goldberg,"milbank, tweed, hadley & mccloy",1.7350013402619462,2
glancy binkow & goldberg,paul weiss rifkind wharton & garrison,1.7350013402619462,2
glancy binkow & goldberg,schiff hardin,1.7350013402619462,2
glancy binkow & goldberg,united states attorney,1.7350013402619462,2
grant & eisenhofer,katten muchin rosenman,1.7350013402619462,2
grant & eisenhofer,paul weiss rifkind wharton & garrison,1.7350013402619462,2
grant & eisenhofer,schiff hardin,1.7350013402619462,2
grant & eisenhofer,united states attorney,1.7350013402619462,2
hagens berman sobol shapiro,cahill gordon & reindel,1.7350013402619462,2
hagens berman sobol shapiro,katten muchin rosenman,1.7350013402619462,2
hagens berman sobol shapiro,locke lord bissell & liddell,1.7350013402619462,2
hagens berman sobol shapiro,schiff hardin,1.7350013402619462,2
hagens berman sobol shapiro,united states attorney,1.7350013402619462,2
hausfeld,katten muchin rosenman,1.7350013402619462,2
hausfeld,locke lord bissell & liddell,1.7350013402619462,2
hausfeld,mcdermott will & emery,1.7350013402619462,2
hausfeld,"milbank, tweed, hadley & mccloy",1.7350013402619462,2
hausfeld,paul weiss rifkind wharton & garrison,1.7350013402619462,2
hausfeld,schiff hardin,1.7350013402619462,2
hausfeld,united states attorney,1.7350013402619462,2
kaplan fox & kilsheimer,cahill gordon & reindel,1.7350013402619462,2
kaplan fox & kilsheimer,katten muchin rosenman,1.7350013402619462,2
kaplan fox & kilsheimer,locke lord bissell & liddell,1.7350013402619462,2
kaplan fox & kilsheimer,mcdermott will & emery,1.7350013402619462,2
kaplan fox & kilsheimer,"milbank, tweed, hadley & mccloy",1.7350013402619462,2
kaplan fox & kilsheimer,paul weiss rifkind wharton & garrison,1.7350013402619462,2
kaplan fox & kilsheimer,schiff hardin,1.7350013402619462,2
kaplan fox & kilsheimer,united states attorney,1.7350013402619462,2
lieff cabraser heimann & bernstein,cahill gordon & reindel,1.7350013402619462,2
lieff cabraser heimann & bernstein,katten muchin rosenman,1.7350013402619462,2
lieff cabraser heimann & bernstein,mcdermott will & emery,1.7350013402619462,2
lieff cabraser heimann & bernstein,paul weiss rifkind wharton & garrison,1.7350013402619462,2
lieff cabraser heimann & bernstein,schiff hardin,1.7350013402619462,2
lieff cabraser heimann & bernstein,united states attorney,1.7350013402619462,2
robbins geller rudman & dowd,katten muchin rosenman,1.7350013402619462,2
robbins geller rudman & dowd,mcdermott will & emery,1.7350013402619462,2
robbins geller rudman & dowd,"milbank, tweed, hadley & mccloy",1.7350013402619462,2
robbins geller rudman & dowd,schiff hardin,1.7350013402619462,2
robbins geller rudman & dowd,united states attorney,1.7350013402619462,2
"shepherd, finkelman, miller & shah",katten muchin rosenman,1.7350013402619462,2
"shepherd, finkelman, miller & shah",locke lord bissell & liddell,1.7350013402619462,2
"shepherd, finkelman, miller & shah",mcdermott will & emery,1.7350013402619462,2
"shepherd, finkelman, miller & shah","milbank, tweed, hadley & mccloy",1.7350013402619462,2
"shepherd, finkelman, miller & shah",paul weiss rifkind wharton & garrison,1.7350013402619462,2
"shepherd, finkelman, miller & shah",schiff hardin,1.7350013402619462,2
"shepherd, finkelman, miller & shah",united states attorney,1.7350013402619462,2
united states attorney,cahill gordon & reindel,1.7350013402619462,2
united states attorney,locke lord bissell & liddell,1.7350013402619462,2
united states attorney,mcdermott will & emery,1.7350013402619462,2
united states attorney,"milbank, tweed, hadley & mccloy",1.7350013402619462,2
united states attorney,paul weiss rifkind wharton & garrison,1.7350013402619462,2
united states attorney,schiff hardin,1.7350013402619462,2
quinn emanuel urquhart & sullivan,mayer brown,1.7155947247707013,2
wilmer cutler pickering hale & dor,steptoe & johnson,1.7100201558120744,2
grant & eisenhofer,greenberg traurig,1.7087101212100144,2
hagens berman sobol shapiro,morrison & foerster,1.7035002073293262,2
united states attorney,mayer brown,1.7019303486152173,2
cohen milstein sellers & toll,arnold & porter,1.7010918666806925,2
foley & lardner,simpson thacher & bartlett,1.6985114555996845,2
cohen milstein sellers & toll,cahill gordon & reindel,1.6967012696101367,2
"weil, gotshal & manges","skadden, arps, slate, meagher & flom",1.6965024738583272,2
berger & montague,goodwin procter,1.6860352419308637,2
"gibson, dunn & crutcher",attorney general,1.6789496206356365,2
greenberg traurig,attorney general,1.6781208688896676,2
cohen milstein sellers & toll,morrison & foerster,1.664572073685345,2
hausfeld,greenberg traurig,1.6572160707783856,2
susman godfrey,greenberg traurig,1.6572160707783856,2
united states attorney,"morgan, lewis & bockius",1.650261402838813,2
latham & watkins,united states attorney,1.61753121422474,3
skadden arps slate meagher & flom,"weil, gotshal & manges",1.6166414906225748,2
"shook, hardy & bacon",kirkland & ellis,1.6029651757920584,2
arnold & porter,attorney general,1.5716685823458791,2
kirkland & ellis,"morgan, lewis & bockius",1.5638531083724843,2
covington & burling,steptoe & johnson,1.551175214866914,2
mcdermott will & emery,goodwin procter,1.536296495596178,2
berger & montague,kirkland & ellis,1.526199598259392,2
dla piper,covington & burling,1.5080711877485322,2
quinn emanuel urquhart & sullivan,covington & burling,1.5080711877485322,2
cohen milstein sellers & toll,wilmer cutler pickering hale & dor,1.5011034998540982,2
berger & montague,arnold & porter,1.4801633635233347,2
berger & montague,mccarter & english,1.43147341239199,2
grant & eisenhofer,williams & connolly,1.43147341239199,2
hagens berman sobol shapiro,mccarter & english,1.43147341239199,2
"shepherd, finkelman, miller & shah",mccarter & english,1.43147341239199,2
"boies, schiller & flexner",kirkland & ellis,1.4128332957868273,2
cohen milstein sellers & toll,"boies, schiller & flexner",1.3733758267853227,2
"morgan, lewis & bockius","boies, schiller & flexner",1.3733758267853227,2
hagens berman sobol shapiro,kirkland & ellis,1.3083195498281772,2
latham & watkins,attorney general,1.2932494300079294,2
mcdermott will & emery,attorney general,1.2324730222865803,2
lieff cabraser heimann & bernstein,arnold & porter,1.1748821090343748,2
glancy binkow & goldberg,morrison & foerster,0.9927417446931526,1
glancy binkow & goldberg,susman godfrey,0.9798286475766932,1
quinn emanuel urquhart & sullivan,simpson thacher & bartlett,0.9615591308964352,1
kaplan fox & kilsheimer,greenberg traurig,0.9606927373521074,1
kaplan fox & kilsheimer,williams & connolly,0.9606927373521074,1
cotchett pitre & mccarthy,williams & connolly,0.9586215440116264,1
"gibson, dunn & crutcher",mayer brown,0.9431177610313892,1
davis polk & wardwell,"shook, hardy & bacon",0.9350557312469616,1
"boies, schiller & flexner","skadden, arps, slate, meagher & flom",0.9335771702434048,1
cotchett pitre & mccarthy,dla piper,0.9259060865786248,1
cotchett pitre & mccarthy,kirkland & ellis,0.9259060865786248,1
cotchett pitre & mccarthy,latham & watkins,0.9259060865786248,1
cotchett pitre & mccarthy,"skadden, arps, slate, meagher & flom",0.9259060865786248,1
cotchett pitre & mccarthy,steptoe & johnson,0.9259060865786248,1
freed kanner london & millen,kirkland & ellis,0.9259060865786248,1
freed kanner london & millen,latham & watkins,0.9259060865786248,1
